reviewcontent,score,sentiment
"Trisha  was great, even  when I got stressed  out  with work because  I work in Healthcare, she remained  calm and still  made  the processing  easy Thank you  again Trisha  Happy  Holidays to you and your family",1,Positive
"Tresl got the job done! Straight to the point, no bs! They let me know off top if the could do or couldn't. Not like other companies dragging there feet. The customer service was very prompt and professional. Every question I had was answered and they're always available when I need. Couldn't ask to be with a better company. Great job Tresl!",1,Positive
Kevin Lazar helped me out so much! This was my first time ever doing a thing with cars and loans but he helped me out so much and was beyond patient with me and answered every question I had!,1,Positive
"I was able to lower my monthly car payment by refinancing with Tresl... Thats what I wanted and that's what I got. Helpful staff, pleasant personalities.",1,Positive
"This is the worst experience in dealing with an company that I have ever had. They are slow in assisting you and totally incompetent in be knowledgeable about their policies and precedures.l advise anyone that wants a refinance on their vehicle,DON’T USE THIS COMPANY",0,Negative
Best refinancing car rate & first class customer service,1,Positive
Very easy to work with.  All was done via the phone and email,1,Positive
Dan walked me through the whole process. It was very easy and Dan explained whole process to me.  Thanks again for all your help.  I highly recommend!!!!!,1,Positive
The Experience was a little rocky in the beginning but then at the end Darla was good,1,Positive
"Kim was excellent in helping me out with the purchasing process, there was a small mix up in the beginning but it was resolved quickly. It was not very stressful and I'd recommend this company to other customers.",1,Positive
Tresl was easy and pain-free to work with. Sarah Edwards handled my refinance and made the process easier than I would have thought possible doing it online. Sarah was in continuous communication with me throughout the process I would highly recommend requesting Sarah Edwards to help you with your loan.,1,Positive
The [process went smoothly and my agent was professional and a pleasure to deal with. He always responded to my questions and went over all paperwork with me so my first submission was correct.,1,Positive
great experience,1,Positive
Our experience was very good.   We had no problems anytime I contacted them I had a response with in 24 hours would definitely buy thru them again and Sarah was amazing she was very helpful,1,Positive
Smooth transaction,1,Positive
"This transaction was quick and painless, did not require too much work. I am happy to say that the process was very transparent and Rachele helped me throughout the entire process. They answered all of my questions and replied promptly.",1,Positive
